,Id_matr,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility
46,46,2000-03-09,122.08000183105467,122.08000183105467,122.08000183105467,122.08000183105467,122.08000183105467,0,0.00436033538453473,
47,47,2000-03-10,122.56999969482422,122.56999969482422,122.56999969482422,122.56999969482422,122.56999969482422,0,0.004013743909077272,
48,48,2000-03-13,124.66999816894533,124.66999816894533,124.66999816894533,124.66999816894533,124.66999816894533,0,0.017133054412578064,
49,49,2000-03-14,121.79000091552734,121.79000091552734,121.79000091552734,121.79000091552734,121.79000091552734,0,-0.023100964913107536,
50,50,2000-03-15,130.0399932861328,130.0399932861328,130.0399932861328,130.0399932861328,130.0399932861328,0,0.06773948853426481,
51,51,2000-03-16,137.75,137.75,137.75,137.75,137.75,0,0.059289504090503264,
52,52,2000-03-17,132.89999389648438,132.89999389648438,132.89999389648438,132.89999389648438,132.89999389648438,0,-0.03520875574240023,
53,53,2000-03-20,135.17999267578125,135.17999267578125,135.17999267578125,135.17999267578125,135.17999267578125,0,0.01715574781043827,
54,54,2000-03-21,136.88999938964844,136.88999938964844,136.88999938964844,136.88999938964844,136.88999938964844,0,0.012649850617824088,
55,55,2000-03-22,132.77000427246094,132.77000427246094,132.77000427246094,132.77000427246094,132.77000427246094,0,-0.030097122766873596,
56,56,2000-03-23,136.39999389648438,136.39999389648438,136.39999389648438,136.39999389648438,136.39999389648438,0,0.02734043464044955,
57,57,2000-03-24,136.39999389648438,136.39999389648438,136.39999389648438,136.39999389648438,136.39999389648438,0,0.0,
58,58,2000-03-27,135.07000732421875,135.07000732421875,135.07000732421875,135.07000732421875,135.07000732421875,0,-0.00975063513034291,
59,59,2000-03-28,133.57000732421875,133.57000732421875,133.57000732421875,133.57000732421875,133.57000732421875,0,-0.01110535217784836,
60,60,2000-03-29,135.2899932861328,135.2899932861328,135.2899932861328,135.2899932861328,135.2899932861328,0,0.012877037265851765,
61,61,2000-03-30,138.75,138.75,138.75,138.75,138.75,0,0.02557474229856327,
62,62,2000-03-31,139.58999633789062,139.58999633789062,139.58999633789062,139.58999633789062,139.58999633789062,0,0.006054027660473027,
63,63,2000-04-03,144.0500030517578,144.0500030517578,144.0500030517578,144.0500030517578,144.0500030517578,0,0.03195076173704692,
64,64,2000-04-04,143.25,143.25,143.25,143.25,143.25,0,-0.0055536482805236265,
65,65,2000-04-05,141.27999877929688,141.27999877929688,141.27999877929688,141.27999877929688,141.27999877929688,0,-0.013752190022360389,
66,66,2000-04-06,141.22999572753906,141.22999572753906,141.22999572753906,141.22999572753906,141.22999572753906,0,-0.00035392873860318197,
67,67,2000-04-07,138.91000366210938,138.91000366210938,138.91000366210938,138.91000366210938,138.91000366210938,0,-0.016427049037836206,
68,68,2000-04-10,141.99000549316406,141.99000549316406,141.99000549316406,141.99000549316406,141.99000549316406,0,0.02217264235732519,
69,69,2000-04-11,145.57000732421875,145.57000732421875,145.57000732421875,145.57000732421875,145.57000732421875,0,0.025213055092296877,
70,70,2000-04-12,148.3800048828125,148.3800048828125,148.3800048828125,148.3800048828125,148.3800048828125,0,0.01930341016151238,
71,71,2000-04-13,144.72999572753906,144.72999572753906,144.72999572753906,144.72999572753906,144.72999572753906,0,-0.024599063453031533,
72,72,2000-04-14,137.5800018310547,137.5800018310547,137.5800018310547,137.5800018310547,137.5800018310547,0,-0.049402294669755764,
73,73,2000-04-17,137.67999267578125,137.67999267578125,137.67999267578125,137.67999267578125,137.67999267578125,0,0.000726783278062193,
74,74,2000-04-18,134.0500030517578,134.0500030517578,134.0500030517578,134.0500030517578,134.0500030517578,0,-0.02636541122261382,
75,75,2000-04-19,132.7899932861328,132.7899932861328,132.7899932861328,132.7899932861328,132.7899932861328,0,-0.00939955044341556,
76,76,2000-04-20,135.19000244140625,135.19000244140625,135.19000244140625,135.19000244140625,135.19000244140625,0,0.018073719983567882,
77,77,2000-04-24,136.89999389648438,136.89999389648438,136.89999389648438,136.89999389648438,136.89999389648438,0,0.012648801125802578,
78,78,2000-04-25,136.3000030517578,136.3000030517578,136.3000030517578,136.3000030517578,136.3000030517578,0,-0.004382694459287073,
79,79,2000-04-26,133.92999267578125,133.92999267578125,133.92999267578125,133.92999267578125,133.92999267578125,0,-0.017388190190110175,
80,80,2000-04-27,133.32000732421875,133.32000732421875,133.32000732421875,133.32000732421875,133.32000732421875,0,-0.004554508959312531,
81,81,2000-04-28,133.42999267578125,133.42999267578125,133.42999267578125,133.42999267578125,133.42999267578125,0,0.0008249725886604331,
82,82,2000-05-01,133.89999389648438,133.89999389648438,133.89999389648438,133.89999389648438,133.89999389648438,0,0.0035224555684805203,
83,83,2000-05-02,137.1699981689453,137.1699981689453,137.1699981689453,137.1699981689453,137.1699981689453,0,0.024421242879136384,
84,84,2000-05-03,135.3800048828125,135.3800048828125,135.3800048828125,135.3800048828125,135.3800048828125,0,-0.013049451848269111,
85,85,2000-05-04,136.55999755859375,136.55999755859375,136.55999755859375,136.55999755859375,136.55999755859375,0,0.008716151818746631,
86,86,2000-05-05,138.4199981689453,138.4199981689453,138.4199981689453,138.4199981689453,138.4199981689453,0,0.01362039135621318,
87,87,2000-05-08,137.27000427246094,137.27000427246094,137.27000427246094,137.27000427246094,137.27000427246094,0,-0.00830800398567244,
88,88,2000-05-09,137.44000244140625,137.44000244140625,137.44000244140625,137.44000244140625,137.44000244140625,0,0.0012384218230800936,
89,89,2000-05-10,136.89999389648438,136.89999389648438,136.89999389648438,136.89999389648438,136.89999389648438,0,-0.0039290492966346235,
90,90,2000-05-11,138.9499969482422,138.9499969482422,138.9499969482422,138.9499969482422,138.9499969482422,0,0.014974456852846263,
91,91,2000-05-12,138.67999267578125,138.67999267578125,138.67999267578125,138.67999267578125,138.67999267578125,0,-0.0019431758070603822,
92,92,2000-05-15,142.5,142.5,142.5,142.5,142.5,0,0.02754548259278833,
93,93,2000-05-16,141.6699981689453,141.6699981689453,141.6699981689453,141.6699981689453,141.6699981689453,0,-0.005824574253015302,
94,94,2000-05-17,140.02000427246094,140.02000427246094,140.02000427246094,140.02000427246094,140.02000427246094,0,-0.011646741849440256,
95,95,2000-05-18,139.99000549316406,139.99000549316406,139.99000549316406,139.99000549316406,139.99000549316406,0,-0.00021424638181344324,
96,96,2000-05-19,139.41000366210938,139.41000366210938,139.41000366210938,139.41000366210938,139.41000366210938,0,-0.004143165999682785,
97,97,2000-05-22,138.82000732421875,138.82000732421875,138.82000732421875,138.82000732421875,138.82000732421875,0,-0.004232094701902556,
98,98,2000-05-23,136.5399932861328,136.5399932861328,136.5399932861328,136.5399932861328,136.5399932861328,0,-0.016424246634427098,
99,99,2000-05-24,135.55999755859375,135.55999755859375,135.55999755859375,135.55999755859375,135.55999755859375,0,-0.007177352978811058,
100,100,2000-05-25,131.22000122070312,131.22000122070312,131.22000122070312,131.22000122070312,131.22000122070312,0,-0.03201531732113472,
101,101,2000-05-26,128.8800048828125,128.8800048828125,128.8800048828125,128.8800048828125,128.8800048828125,0,-0.01783261938822045,
102,102,2000-05-30,131.16000366210938,131.16000366210938,131.16000366210938,131.16000366210938,131.16000366210938,0,0.017690865090904007,
103,103,2000-05-31,129.9499969482422,129.9499969482422,129.9499969482422,129.9499969482422,129.9499969482422,0,-0.009225424520300951,
104,104,2000-06-01,129.61000061035156,129.61000061035156,129.61000061035156,129.61000061035156,129.61000061035156,0,-0.0026163628001164563,
105,105,2000-06-02,132.27999877929688,132.27999877929688,132.27999877929688,132.27999877929688,132.27999877929688,0,0.020600248101010132,
106,106,2000-06-05,131.88999938964844,131.88999938964844,131.88999938964844,131.88999938964844,131.88999938964844,0,-0.0029482869159920266,
107,107,2000-06-06,130.80999755859375,130.80999755859375,130.80999755859375,130.80999755859375,130.80999755859375,0,-0.008188655971284042,
108,108,2000-06-07,128.4600067138672,128.4600067138672,128.4600067138672,128.4600067138672,128.4600067138672,0,-0.017964917732483987,
109,109,2000-06-08,127.80999755859376,127.80999755859376,127.80999755859376,127.80999755859376,127.80999755859376,0,-0.005060011842606071,
110,110,2000-06-09,127.6999969482422,127.6999969482422,127.6999969482422,127.6999969482422,127.6999969482422,0,-0.0008606573230011128,
111,111,2000-06-12,128.1999969482422,128.1999969482422,128.1999969482422,128.1999969482422,128.1999969482422,0,0.0039154268750893895,
112,112,2000-06-13,125.45999908447266,125.45999908447266,125.45999908447266,125.45999908447266,125.45999908447266,0,-0.021372838759705637,
113,113,2000-06-14,129.22999572753906,129.22999572753906,129.22999572753906,129.22999572753906,129.22999572753906,0,0.030049391603518716,
114,114,2000-06-15,128.38999938964844,128.38999938964844,128.38999938964844,128.38999938964844,128.38999938964844,0,-0.006500010567682901,
115,115,2000-06-16,127.91999816894533,127.91999816894533,127.91999816894533,127.91999816894533,127.91999816894533,0,-0.003660730765148723,
116,116,2000-06-19,124.55999755859376,124.55999755859376,124.55999755859376,124.55999755859376,124.55999755859376,0,-0.026266421657651806,
117,117,2000-06-20,122.58999633789062,122.58999633789062,122.58999633789062,122.58999633789062,122.58999633789062,0,-0.015815681272604687,
118,118,2000-06-21,121.1500015258789,121.1500015258789,121.1500015258789,121.1500015258789,121.1500015258789,0,-0.011746430010836417,
119,119,2000-06-22,121.2699966430664,121.2699966430664,121.2699966430664,121.2699966430664,121.2699966430664,0,0.0009904673188292357,
120,120,2000-06-23,121.1999969482422,121.1999969482422,121.1999969482422,121.1999969482422,121.1999969482422,0,-0.000577221874840439,
121,121,2000-06-26,118.91000366210938,118.91000366210938,118.91000366210938,118.91000366210938,118.91000366210938,0,-0.018894334519750533,
122,122,2000-06-27,122.95999908447266,122.95999908447266,122.95999908447266,122.95999908447266,122.95999908447266,0,0.03405933308917897,
123,123,2000-06-28,122.0999984741211,122.0999984741211,122.0999984741211,122.0999984741211,122.0999984741211,0,-0.006994149453114051,
124,124,2000-06-29,120.43000030517578,120.43000030517578,120.43000030517578,120.43000030517578,120.43000030517578,0,-0.013677298851885511,
125,125,2000-06-30,118.08000183105467,118.08000183105467,118.08000183105467,118.08000183105467,118.08000183105467,0,-0.019513397560126933,
126,126,2000-07-03,121.6999969482422,121.6999969482422,121.6999969482422,121.6999969482422,121.6999969482422,0,0.030657139744686868,
127,127,2000-07-05,121.36000061035156,121.36000061035156,121.36000061035156,121.36000061035156,121.36000061035156,0,-0.002793725114350165,
128,128,2000-07-06,118.58999633789062,118.58999633789062,118.58999633789062,118.58999633789062,118.58999633789062,0,-0.0228246890122763,
129,129,2000-07-07,117.29000091552734,117.29000091552734,117.29000091552734,117.29000091552734,117.29000091552734,0,-0.010962100198226632,
130,130,2000-07-10,119.9499969482422,119.9499969482422,119.9499969482422,119.9499969482422,119.9499969482422,0,0.02267879624820357,
131,131,2000-07-11,126.5500030517578,126.5500030517578,126.5500030517578,126.5500030517578,126.5500030517578,0,0.05502297850297966,
132,132,2000-07-12,124.87000274658205,124.87000274658205,124.87000274658205,124.87000274658205,124.87000274658205,0,-0.013275387314598874,
133,133,2000-07-13,126.47000122070312,126.47000122070312,126.47000122070312,126.47000122070312,126.47000122070312,0,0.012813313357317613,
134,134,2000-07-14,124.51000213623048,124.51000213623048,124.51000213623048,124.51000213623048,124.51000213623048,0,-0.015497739112473319,
135,135,2000-07-17,121.8000030517578,121.8000030517578,121.8000030517578,121.8000030517578,121.8000030517578,0,-0.02176531232814205,
136,136,2000-07-18,120.5500030517578,120.5500030517578,120.5500030517578,120.5500030517578,120.5500030517578,0,-0.010262725522829586,
137,137,2000-07-19,119.77999877929688,119.77999877929688,119.77999877929688,119.77999877929688,119.77999877929688,0,-0.0063874264037167006,
138,138,2000-07-20,119.12999725341795,119.12999725341795,119.12999725341795,119.12999725341795,119.12999725341795,0,-0.005426628255996158,
139,139,2000-07-21,120.23999786376952,120.23999786376952,120.23999786376952,120.23999786376952,120.23999786376952,0,0.009317557592067427,
140,140,2000-07-24,119.48999786376952,119.48999786376952,119.48999786376952,119.48999786376952,119.48999786376952,0,-0.006237525060918125,
141,141,2000-07-25,119.16000366210938,119.16000366210938,119.16000366210938,119.16000366210938,119.16000366210938,0,-0.0027616889075214868,
142,142,2000-07-26,117.9499969482422,117.9499969482422,117.9499969482422,117.9499969482422,117.9499969482422,0,-0.010154470264185922,
143,143,2000-07-27,119.19000244140624,119.19000244140624,119.19000244140624,119.19000244140624,119.19000244140624,0,0.01051297605126833,
144,144,2000-07-28,118.4000015258789,118.4000015258789,118.4000015258789,118.4000015258789,118.4000015258789,0,-0.006628080370379208,
145,145,2000-07-31,118.73999786376952,118.73999786376952,118.73999786376952,118.73999786376952,118.73999786376952,0,0.002871590654636158,
146,146,2000-08-01,120.19000244140624,120.19000244140624,120.19000244140624,120.19000244140624,120.19000244140624,0,0.012211593428697043,
147,147,2000-08-02,120.37999725341795,120.37999725341795,120.37999725341795,120.37999725341795,120.37999725341795,0,0.0015807871549411434,
148,148,2000-08-03,119.9000015258789,119.9000015258789,119.9000015258789,119.9000015258789,119.9000015258789,0,-0.0039873379173500645,
149,149,2000-08-04,119.4800033569336,119.4800033569336,119.4800033569336,119.4800033569336,119.4800033569336,0,-0.003502903783155209,
150,150,2000-08-07,122.0500030517578,122.0500030517578,122.0500030517578,122.0500030517578,122.0500030517578,0,0.021509872971350763,
151,151,2000-08-08,125.19000244140624,125.19000244140624,125.19000244140624,125.19000244140624,125.19000244140624,0,0.02572715535547232,
152,152,2000-08-09,124.8499984741211,124.8499984741211,124.8499984741211,124.8499984741211,124.8499984741211,0,-0.002715903511898099,
153,153,2000-08-10,123.0,123.0,123.0,123.0,123.0,0,-0.014817769297006178,
154,154,2000-08-11,126.12000274658205,126.12000274658205,126.12000274658205,126.12000274658205,126.12000274658205,0,0.025365875988471842,
155,155,2000-08-14,126.26000213623048,126.26000213623048,126.26000213623048,126.26000213623048,126.26000213623048,0,0.0011100490532793827,
156,156,2000-08-15,126.5999984741211,126.5999984741211,126.5999984741211,126.5999984741211,126.5999984741211,0,0.00269282696133466,
157,157,2000-08-16,126.98999786376952,126.98999786376952,126.98999786376952,126.98999786376952,126.98999786376952,0,0.003080563936405989,
158,158,2000-08-17,126.47000122070312,126.47000122070312,126.47000122070312,126.47000122070312,126.47000122070312,0,-0.004094784249262129,
159,159,2000-08-18,125.54000091552734,125.54000091552734,125.54000091552734,125.54000091552734,125.54000091552734,0,-0.007353524916575593,
160,160,2000-08-21,123.88999938964844,123.88999938964844,123.88999938964844,123.88999938964844,123.88999938964844,0,-0.013143233342726712,
161,161,2000-08-22,122.87000274658205,122.87000274658205,122.87000274658205,122.87000274658205,122.87000274658205,0,-0.008233082961429217,
162,162,2000-08-23,121.5199966430664,121.5199966430664,121.5199966430664,121.5199966430664,121.5199966430664,0,-0.010987271696412448,
163,163,2000-08-24,121.83000183105467,121.83000183105467,121.83000183105467,121.83000183105467,121.83000183105467,0,0.0025510631710996545,
164,164,2000-08-25,121.87999725341795,121.87999725341795,121.87999725341795,121.87999725341795,121.87999725341795,0,0.00041037036536040183,
165,165,2000-08-28,121.5,121.5,121.5,121.5,121.5,0,-0.003117798342478162,
166,166,2000-08-29,119.87000274658205,119.87000274658205,119.87000274658205,119.87000274658205,119.87000274658205,0,-0.013415615254468771,
167,167,2000-08-30,119.54000091552734,119.54000091552734,119.54000091552734,119.54000091552734,119.54000091552734,0,-0.0027529976098553677,
168,168,2000-08-31,120.1999969482422,120.1999969482422,120.1999969482422,120.1999969482422,120.1999969482422,0,0.005521131233563015,
169,169,2000-09-01,120.1999969482422,120.1999969482422,120.1999969482422,120.1999969482422,120.1999969482422,0,0.0,
170,170,2000-09-05,122.66999816894533,122.66999816894533,122.66999816894533,122.66999816894533,122.66999816894533,0,0.020549095535890016,
171,171,2000-09-06,124.37000274658205,124.37000274658205,124.37000274658205,124.37000274658205,124.37000274658205,0,0.01385835659095247,
172,172,2000-09-07,118.51000213623048,118.51000213623048,118.51000213623048,118.51000213623048,118.51000213623048,0,-0.047117475926184316,
173,173,2000-09-08,117.45999908447266,117.45999908447266,117.45999908447266,117.45999908447266,117.45999908447266,0,-0.008860037404697874,
174,174,2000-09-11,116.33000183105467,116.33000183105467,116.33000183105467,116.33000183105467,116.33000183105467,0,-0.009620272962928667,
175,175,2000-09-12,115.2699966430664,115.2699966430664,115.2699966430664,115.2699966430664,115.2699966430664,0,-0.009112053393824482,
176,176,2000-09-13,114.86000061035156,114.86000061035156,114.86000061035156,114.86000061035156,114.86000061035156,0,-0.003556832173634894,
177,177,2000-09-14,112.98999786376952,112.98999786376952,112.98999786376952,112.98999786376952,112.98999786376952,0,-0.01628071336100545,
178,178,2000-09-15,110.48999786376952,110.48999786376952,110.48999786376952,110.48999786376952,110.48999786376952,0,-0.02212585226361552,
179,179,2000-09-18,110.26000213623048,110.26000213623048,110.26000213623048,110.26000213623048,110.26000213623048,0,-0.002081597719122197,
180,180,2000-09-19,107.02999877929688,107.02999877929688,107.02999877929688,107.02999877929688,107.02999877929688,0,-0.029294424944258712,0.29496907196048183
181,181,2000-09-20,105.7699966430664,105.7699966430664,105.7699966430664,105.7699966430664,105.7699966430664,0,-0.011772420355050883,0.2947391522161567
182,182,2000-09-21,105.31999969482422,105.31999969482422,105.31999969482422,105.31999969482422,105.31999969482422,0,-0.004254485794877749,0.2905730856671797
183,183,2000-09-22,105.91000366210938,105.91000366210938,105.91000366210938,105.91000366210938,105.91000366210938,0,0.005602012618636021,0.2882961076536777
184,184,2000-09-25,104.70999908447266,104.70999908447266,104.70999908447266,104.70999908447266,104.70999908447266,0,-0.01133041767673959,0.28821540399432843
185,185,2000-09-26,103.48999786376952,103.48999786376952,103.48999786376952,103.48999786376952,103.48999786376952,0,-0.011651238958744758,0.28805675531951397
186,186,2000-09-27,103.83000183105467,103.83000183105467,103.83000183105467,103.83000183105467,103.83000183105467,0,0.00328537998167433,0.2877506059597962
187,187,2000-09-28,106.06999969482422,106.06999969482422,106.06999969482422,106.06999969482422,106.06999969482422,0,0.02157370532858427,0.28912222462647713
188,188,2000-09-29,108.2300033569336,108.2300033569336,108.2300033569336,108.2300033569336,108.2300033569336,0,0.02036394520905027,0.2903483421115707
189,189,2000-10-02,106.76000213623048,106.76000213623048,106.76000213623048,106.76000213623048,106.76000213623048,0,-0.013582196942701463,0.2906591106435812
190,190,2000-10-03,112.23999786376952,112.23999786376952,112.23999786376952,112.23999786376952,112.23999786376952,0,0.05133004512819617,0.2957425493515921
191,191,2000-10-04,114.18000030517578,114.18000030517578,114.18000030517578,114.18000030517578,114.18000030517578,0,0.01728441267221803,0.2964480296299187
192,192,2000-10-05,112.02999877929688,112.02999877929688,112.02999877929688,112.02999877929688,112.02999877929688,0,-0.01882993098732233,0.2957957661498168
193,193,2000-10-06,111.36000061035156,111.36000061035156,111.36000061035156,111.36000061035156,111.36000061035156,0,-0.005980524647377972,0.2957025803350034
194,194,2000-10-09,112.41999816894533,112.41999816894533,112.41999816894533,112.41999816894533,112.41999816894533,0,0.009518656185201424,0.29530559420873453
195,195,2000-10-10,111.9000015258789,111.9000015258789,111.9000015258789,111.9000015258789,111.9000015258789,0,-0.004625481689520816,0.29456885000925376
196,196,2000-10-11,109.7699966430664,109.7699966430664,109.7699966430664,109.7699966430664,109.7699966430664,0,-0.019034895922855677,0.29529958336487405
197,197,2000-10-12,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,0,-0.0251434325520703,0.2966147258232941
198,198,2000-10-13,104.48999786376952,104.48999786376952,104.48999786376952,104.48999786376952,104.48999786376952,0,-0.02354924046495055,0.29726133759933
199,199,2000-10-16,105.22000122070312,105.22000122070312,105.22000122070312,105.22000122070312,105.22000122070312,0,0.006986346749526806,0.29741050484984916
200,200,2000-10-17,103.13999938964844,103.13999938964844,103.13999938964844,103.13999938964844,103.13999938964844,0,-0.01976812209583423,0.2973219546130198
201,201,2000-10-18,105.18000030517578,105.18000030517578,105.18000030517578,105.18000030517578,105.18000030517578,0,0.01977895023850551,0.2983925487050792
202,202,2000-10-19,104.26000213623048,104.26000213623048,104.26000213623048,104.26000213623048,104.26000213623048,0,-0.008746892624795222,0.29841635009122147
203,203,2000-10-20,103.5199966430664,103.5199966430664,103.5199966430664,103.5199966430664,103.5199966430664,0,-0.007097693055838961,0.2984782415267847
204,204,2000-10-23,103.33999633789062,103.33999633789062,103.33999633789062,103.33999633789062,103.33999633789062,0,-0.0017387974402319761,0.2978409422060156
205,205,2000-10-24,108.56999969482422,108.56999969482422,108.56999969482422,108.56999969482422,108.56999969482422,0,0.05060967236570302,0.30394036688393833
206,206,2000-10-25,107.33000183105467,107.33000183105467,107.33000183105467,107.33000183105467,107.33000183105467,0,-0.011421183266602353,0.303815241463961
207,207,2000-10-26,108.69000244140624,108.69000244140624,108.69000244140624,108.69000244140624,108.69000244140624,0,0.012671206439484717,0.304111013776108
208,208,2000-10-27,109.58999633789062,109.58999633789062,109.58999633789062,109.58999633789062,109.58999633789062,0,0.008280374241131927,0.30354019666869986
209,209,2000-10-30,117.51000213623048,117.51000213623048,117.51000213623048,117.51000213623048,117.51000213623048,0,0.07226942296740924,0.31527919925382997
210,210,2000-10-31,118.62999725341795,118.62999725341795,118.62999725341795,118.62999725341795,118.62999725341795,0,0.009531062010270874,0.31280257152069874
211,211,2000-11-01,116.86000061035156,116.86000061035156,116.86000061035156,116.86000061035156,116.86000061035156,0,-0.014920312602598407,0.3128671728379686
212,212,2000-11-02,115.9499969482422,115.9499969482422,115.9499969482422,115.9499969482422,115.9499969482422,0,-0.00778712696693884,0.31293331498222426
213,213,2000-11-03,117.11000061035156,117.11000061035156,117.11000061035156,117.11000061035156,117.11000061035156,0,0.010004344050368319,0.31158150404619844
214,214,2000-11-06,117.29000091552734,117.29000091552734,117.29000091552734,117.29000091552734,117.29000091552734,0,0.0015370190781116566,0.30959070903687186
215,215,2000-11-07,118.41000366210938,118.41000366210938,118.41000366210938,118.41000366210938,118.41000366210938,0,0.0095490045002955,0.3089270435520177
216,216,2000-11-08,119.27999877929688,119.27999877929688,119.27999877929688,119.27999877929688,119.27999877929688,0,0.007347310955838626,0.3075552908298806
