,Id_cons,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility
0,0,2000-01-03,204.22999572753903,204.22999572753903,204.22999572753903,204.22999572753903,204.22999572753903,0,,
1,1,2000-01-04,201.1300048828125,201.1300048828125,201.1300048828125,201.1300048828125,201.1300048828125,0,-0.01517892038181401,
2,2,2000-01-05,201.83999633789065,201.83999633789065,201.83999633789065,201.83999633789065,201.83999633789065,0,0.0035300126179176328,
3,3,2000-01-06,204.3800048828125,204.3800048828125,204.3800048828125,204.3800048828125,204.3800048828125,0,0.012584267692265172,
4,4,2000-01-07,212.8800048828125,212.8800048828125,212.8800048828125,212.8800048828125,212.8800048828125,0,0.04158919560097729,
5,5,2000-01-10,210.58999633789065,210.58999633789065,210.58999633789065,210.58999633789065,210.58999633789065,0,-0.010757274015389395,
6,6,2000-01-11,212.75999450683597,212.75999450683597,212.75999450683597,212.75999450683597,212.75999450683597,0,0.010304374408476535,
7,7,2000-01-12,213.42999267578125,213.42999267578125,213.42999267578125,213.42999267578125,213.42999267578125,0,0.003149079649575448,
8,8,2000-01-13,212.2400054931641,212.2400054931641,212.2400054931641,212.2400054931641,212.2400054931641,0,-0.005575538693968207,
9,9,2000-01-14,211.1000061035156,211.1000061035156,211.1000061035156,211.1000061035156,211.1000061035156,0,-0.005371274783938951,
10,10,2000-01-18,211.75,211.75,211.75,211.75,211.75,0,0.003079080424875258,
11,11,2000-01-19,210.6100006103516,210.6100006103516,210.6100006103516,210.6100006103516,210.6100006103516,0,-0.005383704319472993,
12,12,2000-01-20,207.4600067138672,207.4600067138672,207.4600067138672,207.4600067138672,207.4600067138672,0,-0.014956525745955407,
13,13,2000-01-21,203.8699951171875,203.8699951171875,203.8699951171875,203.8699951171875,203.8699951171875,0,-0.0173045959727125,
14,14,2000-01-24,200.8000030517578,200.8000030517578,200.8000030517578,200.8000030517578,200.8000030517578,0,-0.015058577225476544,
15,15,2000-01-25,197.83999633789065,197.83999633789065,197.83999633789065,197.83999633789065,197.83999633789065,0,-0.01474106906813244,
16,16,2000-01-26,197.7899932861328,197.7899932861328,197.7899932861328,197.7899932861328,197.7899932861328,0,-0.00025274490842808195,
17,17,2000-01-27,196.55999755859372,196.55999755859372,196.55999755859372,196.55999755859372,196.55999755859372,0,-0.006218695430965093,
18,18,2000-01-28,191.97999572753903,191.97999572753903,191.97999572753903,191.97999572753903,191.97999572753903,0,-0.023300782905684603,
19,19,2000-01-31,193.8699951171875,193.8699951171875,193.8699951171875,193.8699951171875,193.8699951171875,0,0.009844772537294988,
20,20,2000-02-01,193.77999877929688,193.77999877929688,193.77999877929688,193.77999877929688,193.77999877929688,0,-0.00046420972897964763,
21,21,2000-02-02,192.2700042724609,192.2700042724609,192.2700042724609,192.2700042724609,192.2700042724609,0,-0.007792313532604345,
22,22,2000-02-03,191.6499938964844,191.6499938964844,191.6499938964844,191.6499938964844,191.6499938964844,0,-0.0032246859218763024,
23,23,2000-02-04,189.0,189.0,189.0,189.0,189.0,0,-0.013827257922667813,
24,24,2000-02-07,187.9900054931641,187.9900054931641,187.9900054931641,187.9900054931641,187.9900054931641,0,-0.005343886279555066,
25,25,2000-02-08,189.8999938964844,189.8999938964844,189.8999938964844,189.8999938964844,189.8999938964844,0,0.010160052915099138,
26,26,2000-02-09,188.3500061035156,188.3500061035156,188.3500061035156,188.3500061035156,188.3500061035156,0,-0.00816212660761706,
27,27,2000-02-10,186.50999450683597,186.50999450683597,186.50999450683597,186.50999450683597,186.50999450683597,0,-0.009769108240264002,
28,28,2000-02-11,184.50999450683597,184.50999450683597,184.50999450683597,184.50999450683597,184.50999450683597,0,-0.010723285930538728,
29,29,2000-02-14,182.33999633789065,182.33999633789065,182.33999633789065,182.33999633789065,182.33999633789065,0,-0.01176087059535913,
30,30,2000-02-15,186.27999877929688,186.27999877929688,186.27999877929688,186.27999877929688,186.27999877929688,0,0.02160799890609333,
31,31,2000-02-16,183.80999755859372,183.80999755859372,183.80999755859372,183.80999755859372,183.80999755859372,0,-0.013259615830412352,
32,32,2000-02-17,183.0200042724609,183.0200042724609,183.0200042724609,183.0200042724609,183.0200042724609,0,-0.004297879857601217,
33,33,2000-02-18,180.0800018310547,180.0800018310547,180.0800018310547,180.0800018310547,180.0800018310547,0,-0.01606383112651144,
34,34,2000-02-22,182.8999938964844,182.8999938964844,182.8999938964844,182.8999938964844,182.8999938964844,0,0.01565966257638829,
35,35,2000-02-23,179.80999755859375,179.80999755859375,179.80999755859375,179.80999755859375,179.80999755859375,0,-0.016894458398065804,
36,36,2000-02-24,174.92999267578125,174.92999267578125,174.92999267578125,174.92999267578125,174.92999267578125,0,-0.027139786158009827,
37,37,2000-02-25,171.24000549316406,171.24000549316406,171.24000549316406,171.24000549316406,171.24000549316406,0,-0.021094079558193757,
38,38,2000-02-28,175.0,175.0,175.0,175.0,175.0,0,0.021957453785447667,
39,39,2000-02-29,174.00999450683594,174.00999450683594,174.00999450683594,174.00999450683594,174.00999450683594,0,-0.005657174246651797,
40,40,2000-03-01,175.50999450683594,175.50999450683594,175.50999450683594,175.50999450683594,175.50999450683594,0,0.008620194513833335,
41,41,2000-03-02,171.60000610351562,171.60000610351562,171.60000610351562,171.60000610351562,171.60000610351562,0,-0.022277867504394533,
42,42,2000-03-03,173.1999969482422,173.1999969482422,173.1999969482422,173.1999969482422,173.1999969482422,0,0.009323955639962911,
43,43,2000-03-06,170.10000610351562,170.10000610351562,170.10000610351562,170.10000610351562,170.10000610351562,0,-0.017898330827643916,
44,44,2000-03-07,155.0,155.0,155.0,155.0,155.0,0,-0.08877134369017248,
45,45,2000-03-08,156.74000549316406,156.74000549316406,156.74000549316406,156.74000549316406,156.74000549316406,0,0.011225841891381094,
46,46,2000-03-09,156.6699981689453,156.6699981689453,156.6699981689453,156.6699981689453,156.6699981689453,0,-0.0004466461768868335,
47,47,2000-03-10,151.14999389648438,151.14999389648438,151.14999389648438,151.14999389648438,151.14999389648438,0,-0.035233320590892125,
48,48,2000-03-13,153.0800018310547,153.0800018310547,153.0800018310547,153.0800018310547,153.0800018310547,0,0.01276882575259708,
49,49,2000-03-14,150.5500030517578,150.5500030517578,150.5500030517578,150.5500030517578,150.5500030517578,0,-0.016527297811827046,
50,50,2000-03-15,162.4199981689453,162.4199981689453,162.4199981689453,162.4199981689453,162.4199981689453,0,0.07884420376336165,
51,51,2000-03-16,171.4600067138672,171.4600067138672,171.4600067138672,171.4600067138672,171.4600067138672,0,0.05565822341358895,
52,52,2000-03-17,167.74000549316406,167.74000549316406,167.74000549316406,167.74000549316406,167.74000549316406,0,-0.021696028665804667,
53,53,2000-03-20,167.52000427246094,167.52000427246094,167.52000427246094,167.52000427246094,167.52000427246094,0,-0.0013115608292506575,
54,54,2000-03-21,169.47999572753906,169.47999572753906,169.47999572753906,169.47999572753906,169.47999572753906,0,0.01170004420421522,
55,55,2000-03-22,165.97000122070312,165.97000122070312,165.97000122070312,165.97000122070312,165.97000122070312,0,-0.020710376417985676,
56,56,2000-03-23,167.00999450683594,167.00999450683594,167.00999450683594,167.00999450683594,167.00999450683594,0,0.006266152187043961,
57,57,2000-03-24,166.50999450683594,166.50999450683594,166.50999450683594,166.50999450683594,166.50999450683594,0,-0.0029938328030992833,
58,58,2000-03-27,162.4499969482422,162.4499969482422,162.4499969482422,162.4499969482422,162.4499969482422,0,-0.024382906086920064,
59,59,2000-03-28,163.38999938964844,163.38999938964844,163.38999938964844,163.38999938964844,163.38999938964844,0,0.005786410951461818,
60,60,2000-03-29,167.27000427246094,167.27000427246094,167.27000427246094,167.27000427246094,167.27000427246094,0,0.02374689330623947,
61,61,2000-03-30,173.4600067138672,173.4600067138672,173.4600067138672,173.4600067138672,173.4600067138672,0,0.03700605179230787,
62,62,2000-03-31,171.5500030517578,171.5500030517578,171.5500030517578,171.5500030517578,171.5500030517578,0,-0.011011204820601916,
63,63,2000-04-03,178.75999450683594,178.75999450683594,178.75999450683594,178.75999450683594,178.75999450683594,0,0.04202851254338258,
64,64,2000-04-04,183.22999572753903,183.22999572753903,183.22999572753903,183.22999572753903,183.22999572753903,0,0.025005601689768175,
65,65,2000-04-05,179.05999755859375,179.05999755859375,179.05999755859375,179.05999755859375,179.05999755859375,0,-0.022758272478191954,
66,66,2000-04-06,177.25999450683594,177.25999450683594,177.25999450683594,177.25999450683594,177.25999450683594,0,-0.010052513550207087,
67,67,2000-04-07,176.97999572753906,176.97999572753906,176.97999572753906,176.97999572753906,176.97999572753906,0,-0.00157959374914729,
68,68,2000-04-10,177.3699951171875,177.3699951171875,177.3699951171875,177.3699951171875,177.3699951171875,0,0.0022036354337404696,
69,69,2000-04-11,181.69000244140625,181.69000244140625,181.69000244140625,181.69000244140625,181.69000244140625,0,0.024355908232193135,
70,70,2000-04-12,186.4199981689453,186.4199981689453,186.4199981689453,186.4199981689453,186.4199981689453,0,0.026033329649298942,
71,71,2000-04-13,184.5399932861328,184.5399932861328,184.5399932861328,184.5399932861328,184.5399932861328,0,-0.010084781146219801,
72,72,2000-04-14,175.7100067138672,175.7100067138672,175.7100067138672,175.7100067138672,175.7100067138672,0,-0.04784863386536797,
73,73,2000-04-17,181.2899932861328,181.2899932861328,181.2899932861328,181.2899932861328,181.2899932861328,0,0.031756794485542805,
74,74,2000-04-18,177.9600067138672,177.9600067138672,177.9600067138672,177.9600067138672,177.9600067138672,0,-0.018368286698592695,
75,75,2000-04-19,178.5500030517578,178.5500030517578,178.5500030517578,178.5500030517578,178.5500030517578,0,0.0033153310610920528,
76,76,2000-04-20,181.7100067138672,181.7100067138672,181.7100067138672,181.7100067138672,181.7100067138672,0,0.01769814398263181,
77,77,2000-04-24,185.30999755859372,185.30999755859372,185.30999755859372,185.30999755859372,185.30999755859372,0,0.01981173689787674,
78,78,2000-04-25,185.16000366210935,185.16000366210935,185.16000366210935,185.16000366210935,185.16000366210935,0,-0.0008094215015946871,
79,79,2000-04-26,181.30999755859372,181.30999755859372,181.30999755859372,181.30999755859372,181.30999755859372,0,-0.02079286037680872,
80,80,2000-04-27,178.9499969482422,178.9499969482422,178.9499969482422,178.9499969482422,178.9499969482422,0,-0.013016384325904906,
81,81,2000-04-28,175.72999572753906,175.72999572753906,175.72999572753906,175.72999572753906,175.72999572753906,0,-0.01799386015991078,
82,82,2000-05-01,175.80999755859375,175.80999755859375,175.80999755859375,175.80999755859375,175.80999755859375,0,0.000455254270754768,
83,83,2000-05-02,176.63999938964844,176.63999938964844,176.63999938964844,176.63999938964844,176.63999938964844,0,0.0047210161116011395,
84,84,2000-05-03,178.60000610351562,178.60000610351562,178.60000610351562,178.60000610351562,178.60000610351562,0,0.011096052539853352,
85,85,2000-05-04,178.8300018310547,178.8300018310547,178.8300018310547,178.8300018310547,178.8300018310547,0,0.001287769987005305,
86,86,2000-05-05,178.91000366210938,178.91000366210938,178.91000366210938,178.91000366210938,178.91000366210938,0,0.00044736246846466265,
87,87,2000-05-08,181.83999633789065,181.83999633789065,181.83999633789065,181.83999633789065,181.83999633789065,0,0.016376908030893977,
88,88,2000-05-09,184.75999450683597,184.75999450683597,184.75999450683597,184.75999450683597,184.75999450683597,0,0.016058063285040225,
89,89,2000-05-10,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,0,0.0215415192934576,
90,90,2000-05-11,191.0500030517578,191.0500030517578,191.0500030517578,191.0500030517578,191.0500030517578,0,0.012239045731496478,
91,91,2000-05-12,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,0,-0.012091062662626162,
92,92,2000-05-15,192.1699981689453,192.1699981689453,192.1699981689453,192.1699981689453,192.1699981689453,0,0.01817310891148316,
93,93,2000-05-16,189.80999755859372,189.80999755859372,189.80999755859372,189.80999755859372,189.80999755859372,0,-0.012280796340939815,
94,94,2000-05-17,188.3300018310547,188.3300018310547,188.3300018310547,188.3300018310547,188.3300018310547,0,-0.00779724854631092,
95,95,2000-05-18,189.19000244140625,189.19000244140625,189.19000244140625,189.19000244140625,189.19000244140625,0,0.004566455700048433,
96,96,2000-05-19,189.16000366210935,189.16000366210935,189.16000366210935,189.16000366210935,189.16000366210935,0,-0.00015856429467620003,
97,97,2000-05-22,190.13999938964844,190.13999938964844,190.13999938964844,190.13999938964844,190.13999938964844,0,0.0051807766365326025,
98,98,2000-05-23,188.88999938964844,188.88999938964844,188.88999938964844,188.88999938964844,188.88999938964844,0,-0.006574103313413904,
99,99,2000-05-24,193.8000030517578,193.8000030517578,193.8000030517578,193.8000030517578,193.8000030517578,0,0.02599398421290089,
100,100,2000-05-25,192.22000122070312,192.22000122070312,192.22000122070312,192.22000122070312,192.22000122070312,0,-0.00815274409790756,
101,101,2000-05-26,195.1199951171875,195.1199951171875,195.1199951171875,195.1199951171875,195.1199951171875,0,0.015086847768535083,
102,102,2000-05-30,194.0,194.0,194.0,194.0,194.0,0,-0.0057400325195521296,
103,103,2000-05-31,192.32000732421875,192.32000732421875,192.32000732421875,192.32000732421875,192.32000732421875,0,-0.008659756060728108,
104,104,2000-06-01,193.13999938964844,193.13999938964844,193.13999938964844,193.13999938964844,193.13999938964844,0,0.004263685701962894,
105,105,2000-06-02,189.72999572753903,189.72999572753903,189.72999572753903,189.72999572753903,189.72999572753903,0,-0.017655605637804328,
106,106,2000-06-05,187.6100006103516,187.6100006103516,187.6100006103516,187.6100006103516,187.6100006103516,0,-0.011173747772765696,
107,107,2000-06-06,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,188.7400054931641,0,0.006023159102053421,
108,108,2000-06-07,191.6999969482422,191.6999969482422,191.6999969482422,191.6999969482422,191.6999969482422,0,0.01568290436012143,
109,109,2000-06-08,189.66000366210935,189.66000366210935,189.66000366210935,189.66000366210935,189.66000366210935,0,-0.010641592689663026,
110,110,2000-06-09,189.0200042724609,189.0200042724609,189.0200042724609,189.0200042724609,189.0200042724609,0,-0.0033744562759190355,
111,111,2000-06-12,189.4900054931641,189.4900054931641,189.4900054931641,189.4900054931641,189.4900054931641,0,0.002486515765948827,
112,112,2000-06-13,190.50999450683597,190.50999450683597,190.50999450683597,190.50999450683597,190.50999450683597,0,0.0053828116739838006,
113,113,2000-06-14,191.6300048828125,191.6300048828125,191.6300048828125,191.6300048828125,191.6300048828125,0,0.005879011118948618,
114,114,2000-06-15,193.58999633789065,193.58999633789065,193.58999633789065,193.58999633789065,193.58999633789065,0,0.010227998774392066,
115,115,2000-06-16,189.7700042724609,189.7700042724609,189.7700042724609,189.7700042724609,189.7700042724609,0,-0.01973238358227125,
116,116,2000-06-19,189.5200042724609,189.5200042724609,189.5200042724609,189.5200042724609,189.5200042724609,0,-0.0013173841722692314,
117,117,2000-06-20,185.91000366210935,185.91000366210935,185.91000366210935,185.91000366210935,185.91000366210935,0,-0.019048124361382368,
118,118,2000-06-21,185.57000732421875,185.57000732421875,185.57000732421875,185.57000732421875,185.57000732421875,0,-0.0018288221784371617,
119,119,2000-06-22,186.32000732421875,186.32000732421875,186.32000732421875,186.32000732421875,186.32000732421875,0,0.004041601392458016,
120,120,2000-06-23,187.75,187.75,187.75,187.75,187.75,0,0.00767492818574711,
121,121,2000-06-26,192.5800018310547,192.5800018310547,192.5800018310547,192.5800018310547,192.5800018310547,0,0.025725708820530935,
122,122,2000-06-27,192.94000244140625,192.94000244140625,192.94000244140625,192.94000244140625,192.94000244140625,0,0.0018693561477238774,
123,123,2000-06-28,191.82000732421875,191.82000732421875,191.82000732421875,191.82000732421875,191.82000732421875,0,-0.005804888063726588,
